sample_index,c1_m,c2_ratio,c3_ratio,c4_ratio,b_total_m,b3_ratio,split_ratio,sw1_deg,sw2_deg,sw3_deg,twist_b0_deg,twist_b1_deg,twist_b2_deg,twist_b3_deg,dihedral_b1_deg,dihedral_b2_deg,dihedral_b3_deg,elevon_start_frac,elevon_end_frac,elevon_hinge_frac
27,0.8855499135161207,0.692415579780358,0.5429826037271723,0.15182241862025742,0.8549735087446751,0.5481660380699915,0.416183447358118,-33.7609026980836,-23.21386310229108,-10.549393050014064,0.6061533093275806,-0.8422511258187915,-4.1844044212450955,-2.175981319212081,0.0,2.0852076323661803,7.1731029873148415,0.5360149659922135,0.9262955661103854,0.6831110408726205
28,1.0191355928364256,0.6666571605319089,0.5095024096341042,0.15052235310735126,0.7745453240721147,0.48710773321075435,0.581665058569848,-22.107636417710054,-19.89255622326113,-5.015330606454839,-0.42441460112850404,-2.6331639664034148,-3.318440824898507,-7.8376836554313405,0.0,3.5573131804176574,6.759585795073098,0.5118457287258504,0.9631739871627669,0.6986908226891175
29,0.8732494665655282,0.755166397142388,0.5046235221073077,0.08329123108007011,0.7932671960450475,0.4118559599363171,0.516480452552298,-21.86824931803666,-33.31378472847241,-24.351849385757145,0.7113766761076863,-0.9539595504284186,-3.0477222310258387,-5.316594117897363,0.0,0.2896064896808327,6.549246291700044,0.608023618176358,0.9055245116376524,0.6640605646687567
30,0.962214317602632,0.6178597437563782,0.41921524091276363,0.13230373420761776,1.2365919955891422,0.472743259834943,0.5725412643045418,-26.30126558474587,-22.992964803563115,-16.119667673198123,-0.06055307504132801,-0.8114421362975728,-4.636371929356401,-7.137899350147619,0.0,1.0899595746892217,2.8072454973595873,0.5649435830147876,0.9394099791714439,0.6800833978079421
31,1.0526450871161344,0.7603654331104818,0.32690980847501644,0.15510454872864438,0.9552548024128744,0.45880313215246826,0.477750215226645,-20.322180657695583,-34.919001187700836,-8.801184445509524,0.31425499387522593,-1.6392100111900016,-2.268825807512251,-3.291701588562537,0.0,1.419154035106025,5.0686849565766465,0.5681717724188752,0.9152108339154269,0.7571433526587323
32,1.0825211303724755,0.6291941466840322,0.34029275891475025,0.14080424390642163,1.1629509769138306,0.4753786544358244,0.49982534367051107,-21.689120195324048,-31.212825179597786,-15.331071822697677,0.257643501406579,-1.3567005469233384,-2.2322823305402606,-7.619659048545604,0.0,5.974489243874407,1.572401225218435,0.6285669311004867,0.8996426997537657,0.7925429125446027
33,0.8793290392055808,0.6404994391291502,0.5456768968782946,0.08858433547887276,1.1102368701000274,0.48870669030389174,0.4473494730946986,-23.473370163571058,-23.510785421415953,-19.196838888911973,0.11979646138409739,-0.08341261223393692,-1.5026260300709877,-6.025412145408947,0.0,4.414492142521663,5.673983109403851,0.6776437614415437,0.9570600162311204,0.6755730577135998
34,0.8407578854363371,0.6200348407192705,0.49950370452714854,0.08702785762828948,1.0734162917882941,0.47694216092436187,0.43449336075445233,-35.95754457223185,-20.78733430425949,-18.904559873343416,0.02423544326932614,-1.2869160691156576,-4.499903480254762,-7.403008917205049,0.0,1.8846721906229336,3.935472532119655,0.6621327056075411,0.9217509097970064,0.6877209241263682
35,0.9721232713382718,0.6337658248290516,0.4866406725983187,0.16680662676273153,0.7666267136525834,0.5186809830061656,0.46325095631382784,-29.375606207158075,-18.827172634161453,-24.43588858347203,-0.6930344823307708,-1.5086577195687079,-1.322830310239754,-5.247838290387289,0.0,0.7846044255935818,6.377039538318132,0.637301624530088,0.9618913033821527,0.6661312583760853
36,0.8229790486236312,0.7939778595402774,0.3959408986837021,0.10659650156510996,1.0816536787102744,0.5427418810942779,0.49648841000153177,-38.04841793625343,-15.655618644097466,-10.713496881351524,-0.10842781406374957,-1.5494336251930463,-1.3162263398944138,-2.6491576282539917,0.0,1.960043813285928,6.26794852182581,0.5551885888560276,0.9472751104189904,0.7123298883245746
37,0.9808583386912781,0.7265077678933469,0.39369842391031135,0.14403993006191915,0.759484983993865,0.5076026941412795,0.5316321120335057,-39.88981824630192,-32.60129140064263,-10.045630131354171,-0.37945635733004823,-2.440323814170515,-4.940808059889794,-7.924801543957662,0.0,0.5473373722321692,1.8882077709438103,0.6537501997941229,0.9449827626661145,0.7341356618044729
38,0.870801060408009,0.7077728599919144,0.3466446582126013,0.12256319232102848,0.9197988726116461,0.4823524627803497,0.4720464551646935,-38.31626878253704,-31.61940216931877,-16.801035157275827,-0.5989823853090996,-2.6566115298425865,-1.802858952997707,-4.807023841412147,0.0,3.8332657005428334,0.836056511077585,0.6612125012389003,0.9448948204816333,0.6700668019724473
39,1.0498475089210055,0.7285314289231842,0.3189310762850846,0.19247889620359257,0.8640731922155894,0.5308678884595348,0.4792204548888665,-28.636038228352394,-24.722731708555365,-19.50781372178538,-0.16223882609970264,-0.8096384441095221,-1.6490424224544937,-7.067769641100391,0.0,0.153455009809583,6.6061304065773445,0.5154087937579549,0.9036317424659815,0.7474425957520044
40,0.9146594034263682,0.693990106383086,0.33399898360380653,0.13549240094486686,1.2095939684045134,0.4526483867576573,0.5871043698571187,-31.32852607529959,-16.469361622995436,-11.544758527308687,0.8734950071276046,-1.8082554953325938,-2.3903900420688142,-6.776844722512207,0.0,3.295909457447719,1.4225297338782332,0.5413482886017863,0.9682768999067156,0.6903977991993454
41,0.8126171579682702,0.6788879951058171,0.4804955105680323,0.08157667204376239,1.1156910268581925,0.49314546683305827,0.41933497984629353,-24.128265441694417,-24.18204935294976,-6.717990242616999,-0.9339735928467476,-0.001722947990569601,-2.8914565356037034,-2.330222675430246,0.0,0.9867154023321623,3.8754090560185572,0.664482586903379,0.909322180105098,0.7694962204825929
42,0.8586792559787301,0.6014984569788021,0.38638248266313224,0.14211548362284743,0.899776747140939,0.4637026249618702,0.471370855441522,-35.02194720763528,-25.40563923627066,-9.632974841783854,0.23261824015545307,-2.0046418747290864,-1.4493249772757122,-4.937814188259027,0.0,0.05973331797514657,4.151404819603886,0.5796297518853707,0.9763451281022248,0.7708087533220941
43,1.0226572541613095,0.7155816018549161,0.5167453019599466,0.1841137190758208,0.9025636603215006,0.5398726096057985,0.5337211398385887,-24.282133766774507,-19.07644221829888,-21.213999330529056,0.812470927392855,-2.890899891602511,-1.9989918021149538,-6.844727041122363,0.0,0.22506052517295347,8.02825344012867,0.5720223735061738,0.9077866885938463,0.6628401221107855
44,1.0011255355680881,0.6827647435093769,0.5371278277494049,0.11653789473590523,0.9205150134206508,0.5370089832186049,0.5543851816464618,-38.87968830950879,-29.686510377290137,-18.089567459339115,0.27276935055529483,-2.587219766999328,-1.38766161510009,-5.532406172472562,0.0,1.6253240695804734,2.610052200141671,0.6418611885417538,0.8548406271603193,0.6618513103409454
45,0.7311442572211078,0.7520414219085598,0.5144302709977611,0.11496991506628254,1.226807680393196,0.528120351896965,0.501847748998997,-29.029523536413947,-20.017510240740872,-17.030432626555267,-0.8932628691233346,-1.1687234454705968,-4.072540668209766,-6.407965662036657,0.0,1.1670654096482345,8.159672635043192,0.6984897094943874,0.8691892388733721,0.7891396861452936
46,1.0854472504422137,0.6707161155672052,0.4700724987580112,0.18257300704835328,0.9312303330575247,0.4091569226452072,0.4909796485121849,-30.422326909387433,-18.530419844848684,-24.83698538075625,0.3469212764580947,-2.7243386336991327,-4.205780985463285,-7.946097476963637,0.0,3.05412898010454,4.313522136200399,0.5243099703562121,0.8928471930540098,0.7021970021136028
47,0.7057555137590081,0.6995109022890325,0.3023650676570433,0.0903210084895341,0.8739379491811468,0.4083549007279623,0.5268199647764501,-23.013444076068602,-22.768495331736503,-6.227637116436796,0.5953004881035608,-0.46284474070436676,-1.5241798169121243,-6.22474883044665,0.0,5.510441770232026,7.21838081238785,0.5334177241568816,0.9774996302598862,0.7150685795868417
48,1.0772060483565915,0.7729138293068383,0.4616642118402664,0.12955047119637744,1.2122722871514933,0.49232934738109674,0.5638658015648265,-33.46409459815821,-32.89307984974214,-11.75294872231687,0.7510857117145286,-1.2118978212753717,-1.209196371273645,-6.297267922619122,0.0,1.3060596619619245,5.798844741383192,0.529708785581987,0.916732090275547,0.7838030575471361
49,0.889153312415721,0.5873420328763345,0.534075029611441,0.11478838599719153,0.9919706288858905,0.4055967039649792,0.5284377132175893,-34.704781648664266,-23.644026031225536,-13.361615767717783,-0.9423294032715258,-1.2457493266798694,-1.2402292328334688,-5.202263118970233,0.0,2.1686494289352813,7.703994646561764,0.5451795799677117,0.9319558449155884,0.7005068748428424
50,0.9040294490790041,0.7589860841593912,0.3164123765286811,0.12668852434658745,0.8389191205468786,0.480815066195897,0.46879935227032726,-30.180033788564643,-24.90871922841963,-19.641709702438476,-0.3953850738946556,-0.6276553158034384,-4.379818190411843,-6.976362155468635,0.0,0.46180349671647325,7.669350542435605,0.6179395874155014,0.8664571084546914,0.7936610046278472
51,1.014228128609365,0.6748120210732801,0.3703940291215625,0.19024016172591435,1.1035577902079838,0.44106580897432457,0.5979988438184484,-34.38810266156333,-29.81685102842426,-16.422020198585535,0.5615548933385008,-1.7251780918901467,-3.749460982872427,-4.568713746312719,0.0,4.612897033274572,7.316575294684235,0.6514322618819857,0.9594419803803355,0.818475967456127
52,0.799113533988295,0.5777361666701538,0.32116496288245305,0.12827942274193244,1.1309416098740568,0.5184123082851072,0.5074899830515593,-36.38678415781612,-27.45843122111971,-7.720953069248221,-0.6593821432592794,-0.4453926066274163,-3.666045573918144,-5.654432872752396,0.0,5.54379316336973,7.404496424249882,0.688420174247647,0.9180306263784047,0.7096789379094313
53,0.9585388732800024,0.5953832107915613,0.307737622993911,0.12132053483278712,0.7776477102764253,0.4151497937157411,0.46051021386205476,-22.286413153914303,-18.610231378598844,-8.296217071502582,0.5066040259119546,-2.827524775280534,-3.2350424778223648,-3.9816757893721464,0.0,2.3799631379561488,0.15296252409594838,0.5943071557338955,0.9140546867696794,0.7598193521291718
54,1.0468894374023858,0.6367356560891073,0.49651481294411937,0.1205063962073537,1.2480036695943133,0.48547355002465686,0.45308415806990143,-37.834677703068415,-28.34279053963192,-6.0715495162863995,0.41593143459605386,-2.2545362366059174,-4.080938917343394,-3.6174094864965864,0.0,3.5005561413990165,5.884659821628782,0.5507303694060421,0.93717386298192,0.6845757825768153
55,0.7505754604803226,0.7879366036773396,0.3115404142500603,0.11118695960322034,0.9970830481653458,0.5158102202912711,0.4866444313476459,-25.92385352775657,-33.51419477572852,-5.861919609096901,0.4649270448356646,-2.146714454363043,-1.6094097324826944,-2.6969189916403193,0.0,5.346356541419458,8.795586053418894,0.6552272108700938,0.8699111579903405,0.7287996662821591
56,0.9325591879925107,0.7144920427208129,0.44749258664459396,0.17804364015883867,1.1992774577089529,0.44524430725083186,0.41288010021646715,-32.37306159501533,-15.954270879467579,-14.388410931092373,0.17654509191181478,-1.700991842635724,-4.522795779229995,-3.456230294728341,0.0,5.084674785571082,9.373635409714701,0.535998780073029,0.8905540454649338,0.7654927411180386
57,1.0924720236084822,0.7851384885229107,0.4311463702044964,0.12685357890676913,0.9422755892120588,0.43740307205434975,0.40483860197585564,-23.214646121702202,-20.560975151781534,-6.5041165850388225,-0.5050786404208127,-1.9154988126525536,-2.793485737950292,-5.566279449517228,0.0,0.8516776926962952,3.1675344470676188,0.6018267622131241,0.9307278115684636,0.6564632416169343
58,0.7682552690244167,0.6885477857982908,0.5287613274754825,0.1743181726298693,0.8583729873848951,0.5330653678020041,0.4240395328906854,-21.535856890661186,-24.527680194085466,-21.926145431731804,-0.021562049870015976,-1.7820171957426019,-3.944326491603598,-4.387738427287301,0.0,5.603645045364916,7.032877991130572,0.5633336665713808,0.8598942462819417,0.7040936788839157
59,0.7918827920975796,0.6584939454845624,0.3558340943958206,0.09094360706703787,1.0150061653125595,0.45741717003530724,0.5149129043890286,-28.19116497941117,-23.07755579828121,-11.147080478930768,0.7922067077758035,-0.995267533719495,-2.435670022341006,-7.757674920108294,0.0,0.5315379749816058,2.7315764477846094,0.6971881919739024,0.882561715546663,0.7490350964391972
60,0.8499028197049038,0.6119435120956029,0.4496980000607694,0.08764671388782987,1.027447510032536,0.47366603811104446,0.5588456006650936,-26.604273171219912,-30.368848465805083,-21.75280054747589,-0.013356739045930932,-1.067582090428362,-2.106439690375885,-3.3346098171363616,0.0,3.985715575095055,5.957966471931005,0.508115202100758,0.8741108574983126,0.7325843452339383
61,0.9502609444259248,0.6149295660651525,0.48477659556782726,0.14897908701030477,1.0673993170027554,0.5347770019741034,0.4405503050512034,-39.63429061503224,-26.574612948641814,-17.55496446677889,0.12148115366738144,-0.7208939528229044,-1.4077440508481645,-3.04869714714885,0.0,2.989384056994105,9.646279893781678,0.5975533773526985,0.872689698431991,0.7792211916217244
62,0.8378782232451032,0.6573189063775163,0.4200307567147215,0.17916052372768312,0.9669225218899496,0.40227552923027415,0.5442766581402321,-21.330853838847474,-29.310996789029204,-12.747057657876093,0.38339428210197135,-0.6434902948290708,-3.1301155650925034,-3.2308372850263476,0.0,4.663764627575959,8.243460417568096,0.5131356227707087,0.9235042601431622,0.8052972944615917
63,0.9550599954296641,0.745591655907494,0.33779933397125284,0.10583010596356071,0.8421919312929209,0.4513653951180379,0.5890015322981605,-28.494787894622796,-21.404561454017127,-8.792271138034625,0.7257966822769899,-1.0963531679480207,-4.659837443737418,-2.780299434960572,0.0,1.517723447682591,2.3525093233344867,0.6661214143692038,0.8972309166207568,0.7238157933520927
64,0.7577736567953093,0.7723024261812187,0.5051430798503832,0.1526057497794842,1.2439960676112074,0.4268313566327321,0.4890890968040827,-22.50979069996295,-26.240842286966604,-9.08576652758885,0.9481807026409146,-2.0432084254574026,-4.441154593927907,-6.897867297155752,0.0,3.6649456793674275,3.4161782457792262,0.5591262710871702,0.8811539555657671,0.7555052053109435
65,1.0697846251022962,0.7825528700408412,0.45526604882967847,0.09882519805899931,0.7514227043755591,0.5454100285162113,0.44227730899246687,-25.374389477890446,-22.5588360413974,-14.940740073909303,0.5337209973901178,-1.1926330188357164,-1.779831225778489,-2.374155436794722,0.0,5.873709847066425,6.811902414998217,0.6831260215201727,0.8563298194316741,0.7409448652527821
66,0.7830323509603415,0.7493650357006086,0.4270634987779908,0.17111295255020484,1.0973038480261978,0.496925134268616,0.5782236896047613,-37.09561630584615,-17.245845357266926,-16.337130411474018,-0.25047732357819186,-2.5493653196573014,-1.0491925220222327,-7.355089131986414,0.0,3.9312585379653466,7.587323993635389,0.5533945645919732,0.9100073409932891,0.8017125458730235
67,0.8278700389297369,0.6750621487284657,0.4427764710274903,0.1176710872590103,1.1700237069645594,0.523396809716727,0.5959840840110561,-26.965931761268294,-32.39192015423157,-12.83760235969789,-0.19596930049215233,-0.8994641712247446,-2.9757387159836823,-7.287423966018452,0.0,3.1126486188734557,5.338541423144142,0.6956584422824061,0.9401895003526355,0.7249532923600321
68,1.0312560815386642,0.5622269812271964,0.5492747617432033,0.12461711198267705,0.8214162346662506,0.4323714840606221,0.5205786402722047,-36.93705007628712,-21.89684886474239,-14.01014129539815,-0.6010970342465846,-0.3381065769886864,-4.722183337102402,-4.417773338327587,0.0,1.2241422529903312,2.0869684295706965,0.6430114493989082,0.9023923313419487,0.6593033749685421
69,0.8334818388241395,0.7967017863169988,0.3519358035403546,0.08579260810942482,1.1858137174305248,0.5136400224576161,0.46464098232335604,-20.15709220548797,-34.38385294399945,-8.038011852711023,-0.2071912157579271,-1.1332922903737184,-2.4784175916643925,-6.664286217526116,0.0,3.1937001738979154,9.121999343932725,0.6138280401265626,0.9794853744667822,0.7435450144722184
70,0.7325124545307021,0.7335647052159338,0.4875904067762368,0.15662032915860047,1.1792668472967118,0.48397685291237613,0.48387187499887147,-20.766787473517205,-32.408258494805615,-22.5738219338299,-0.795596842176954,-1.0446999905601853,-1.9519154279937414,-6.333688367549365,0.0,5.413546511643976,3.704887537685087,0.58033728976361,0.9194904327152129,0.807291934766054
71,0.8832190574299872,0.7246693473844401,0.411592684709978,0.09652652586962551,1.043902905687633,0.5413671947523253,0.509529334457124,-32.71545319314559,-21.612764613671963,-19.81827835068887,0.8936517624443376,-2.5105091562798987,-3.485895091238422,-4.148012304160512,0.0,0.7701719850574664,8.60540543116186,0.5759732518350499,0.9580609235304522,0.8036233688541375
72,0.7753105246879703,0.72151503955175,0.38984034996709616,0.18077816713705105,1.1578460602521534,0.5100568789556325,0.4142516140366246,-32.95860296807183,-27.233996164168193,-23.049643858153843,0.36935304904900423,-2.0396694999784732,-3.457121974974352,-4.0824613073942,0.0,5.808349017681038,9.964316754354005,0.6849457743643083,0.8797053411006768,0.809601315699461
73,0.8007785548314079,0.7188269239764977,0.4164706449999231,0.17633362652792098,1.1057522700577873,0.41469714615372755,0.5436783477324686,-38.5479630689314,-26.09086486118379,-23.96472888471644,0.6243324472836809,-1.391687876724771,-2.739233310603427,-3.8415422908745516,0.0,3.17757577572357,8.567914536843888,0.6473078108612421,0.8525532178130677,0.6773348387286084
74,0.7477070599553943,0.6607523717294523,0.4900135745853218,0.11186716331363414,1.0316654708050532,0.4289786987328995,0.550780125180313,-22.734147508080447,-17.524338035525318,-14.560962894036269,-0.5226678233569265,-0.23063357181233757,-2.931585632319087,-6.142027842477909,0.0,5.2436655557743554,8.898075746790834,0.6786190870162752,0.8771372701005562,0.7683482861833731
75,0.8187321958129699,0.7645616604761409,0.36317633735227545,0.13836510644057415,0.9865103578439182,0.5492764922819316,0.4382587256069166,-27.038761806911054,-33.67315311320665,-5.517631311939805,-0.6626979953617871,-0.9021128125329834,-3.260215991041022,-7.022187890869555,0.0,0.3327122940733584,3.6887422898136735,0.5491762926962281,0.9242675406260716,0.7900910537464041
76,0.9962332109667563,0.5903068948310287,0.38432421427169344,0.18154442925158965,1.0612124142651416,0.4191154005476615,0.5612393370519397,-23.91826612452666,-30.093020369404826,-7.4505848398740255,0.9844473585579363,-0.5215578976743513,-3.3639963488742524,-3.8833686797471705,0.0,2.0074047359012397,9.422195403956096,0.5617638144342778,0.9560780870357563,0.7383427047083427
